"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2970","TC_19 [English] — No Login/Signup CTA is shown anywhere in Settings once the user is logged in","Organic Signup Journey (English)","2026-08-18","passed","2026-08-18","","Post-Login Dashboard and Settings","",""
"","2090","PP-EN12 — Language switch keeps user on /privacy (no re-login required)","Privacy Policy — English","2026-08-18","passed","2026-08-18","","","",""
"","140","TC_12 [Vietnamese] — Page displays the exact phone number entered, 6 separate OTP boxes, and an active resend countdown","Organic Signup Journey (Vietnamese)","2026-08-18","passed","2026-08-18","","OTP Page — submission and display","",""
"","884","BM13 — Continue is disabled by default on a freshly loaded page","Blue Moon — Signup Details Page","2026-08-18","passed","2026-08-18","","","",""
"","22197","TC015 - Verify clicking the Tomorrow filter displays filtered match results","Dashboard Validation","2026-08-18","failed","2026-08-18","","","",""
"","2753","PP-EN04 — Company name (RICH ABLE DEVELOPMENTS LIMITED) and Samoa address are unchanged","Privacy Policy — English","2026-08-18","passed","2026-08-18","","","",""
"","5579","TC_PR_43 - Verify Profile page URL is correct after navigating away to Dashboard and returning","Profile Page","2026-08-18","passed","2026-08-18","","9. Tab Switching","",""
"","5668","TC04 — Phone accepts numeric input and Sign Up requires both fields","Signup Journey — Join Page","2026-08-18","failed","2026-08-18","","","",""
"","1893","BM09 — Non-numeric characters are rejected in the mobile number field","Blue Moon — Signup Details Page","2026-08-18","passed","2026-08-18","","","",""
"","30032","TC_PR_13 - Verify clicking Privacy Policy redirects to the Privacy Policy page","Profile Page","2026-08-18","broken","2026-08-18","","4. Account Tab","",""
"","20887","PP-VN03 — Effective Date is displayed in Vietnamese date format (23 tháng 4)","Privacy Policy — Vietnamese","2026-08-18","failed","2026-08-18","","","",""
"","189","TC_PR_28 - Verify switching to English changes the entire page UI language to English","Profile Page","2026-08-18","passed","2026-08-18","","5. Preferences Tab","",""
"","2090","TC018 - Verify clicking a Trending Series card navigates to the series detail page","Dashboard Validation","2026-08-18","passed","2026-08-18","","","",""
"","30214","TC_PR_15 - Verify clicking Cookie Policy redirects to the Cookie Policy page","Profile Page","2026-08-18","broken","2026-08-18","","4. Account Tab","",""
"","171","TC_PR_42 - Verify all 7 social channel icons and rows load without broken images","Profile Page","2026-08-18","passed","2026-08-18","","7. Community Tab","",""
"","15615","TC_PR_48 - Verify all 7 social channel links open in a new tab and do not navigate away from Profile page","Profile Page","2026-08-18","passed","2026-08-18","","10. Edge Cases","",""
"","713","TOU-VN08 — Liability cap of 100 GBP is stated in Vietnamese Terms of Use","Terms of Use — Vietnamese","2026-08-18","passed","2026-08-18","","","",""
"","295","TC_13 [English] — ""Verify OTP""/""Xác minh OTP"" button remains disabled until all 6 digits are entered","Organic Signup Journey (English)","2026-08-18","passed","2026-08-18","","OTP Page — submission and display","",""
"","2154","TC020 - Verify clicking the Login/Signup button redirects the user to the Login/Signup page","Dashboard Validation","2026-08-18","passed","2026-08-18","","","",""
"","11426","TC07 — Terms and Privacy links preserve entered phone number","Signup Journey — Join Page","2026-08-18","broken","2026-08-18","","","",""
"","1623","PP-VN08 — Cross-reference link to Terms of Use navigates correctly from Vietnamese Privacy Policy","Privacy Policy — Vietnamese","2026-08-18","passed","2026-08-18","","","",""
