"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5074","TC_32 [English] - Verify Overview and Matches tabs display content on Club Friendly Games 2026 page","Tournament Pages [English]","2026-08-26","passed","2026-08-26","","Club Friendly Games 2026 [English]","",""
"","2664","TC13 [Vietnamese] — Team Details page loads for Sevilla via valid URL","Smoke Suite [Vietnamese]","2026-08-26","passed","2026-08-26","","","",""
"","6260","TC_35 [English] — Refreshing mid-flow retains session so the user can continue","E2E Journey [English]","2026-08-26","passed","2026-08-26","","","",""
"","2682","TC_03 [English] - Verify Profile Icon is displayed","Dashboard Validation (English)","2026-08-26","passed","2026-08-26","","","",""
"","2690","TC10 [English] — Clicking the featured-competition promo banner navigates to that competition page","Smoke Suite [English]","2026-08-26","passed","2026-08-26","","","",""
"","129","TC_11 [English] - Verify lineup pitch shows at least 11 players","Recent Match Details Page [English]","2026-08-26","passed","2026-08-26","","4. Lineups Tab [English]","",""
"","11889","TC_15 [English] - Verify the favorite/star icon reacts to a tap","Team Details Page [English]","2026-08-26","passed","2026-08-26","","2. Navigation & Header [English]","",""
"","30954","TC_09 [English] - Verify user can switch between Lineups, Stats, Play by Play and Rankings tabs","Recent Match Details Page [English]","2026-08-26","broken","2026-08-26","","3. Match Detail Tabs [English]","",""
"","184","TC_31 [Vietnamese] - Verify standings shows team logos for at least 4 teams","Recent Match Details Page [Vietnamese]","2026-08-26","passed","2026-08-26","","8. Rankings Tab [Vietnamese]","",""
"","5460","TC_10 [Vietnamese] - Verify navigation to CONMEBOL Sudamericana 2026 and URL/heading are correct","Tournament Pages [Vietnamese]","2026-08-26","passed","2026-08-26","","CONMEBOL Sudamericana 2026 [Vietnamese]","",""
"","53929","TC_11 [English] - Verify Dashboard sections are displayed in the correct sequence","Dashboard Validation (English)","2026-08-26","broken","2026-08-26","","","",""
"","4785","TC_07 [English] — Terms and Privacy links preserve entered phone number","Signup Journey — Join Page (English)","2026-08-26","passed","2026-08-26","","","",""
"","1382","TC09 [English] — Guest user can access Dashboard page successfully","Smoke Suite [English]","2026-08-26","passed","2026-08-26","","","",""
"","9240","TC_29 [English] — Page displays correct heading, welcome message and CTA button","Welcome Page (English)","2026-08-26","passed","2026-08-26","","","",""
"","5098","TC_07 [Vietnamese] — Phone number field accepts only numeric input and enforces correct digit length for the selected country","Organic Signup Journey (Vietnamese)","2026-08-26","passed","2026-08-26","","Login/Join Page","",""
"","2209","TC_24 [Vietnamese] - Verify clicking Play by Play tab loads match event content","Recent Match Details Page [Vietnamese]","2026-08-26","passed","2026-08-26","","6. Play by Play Tab [Vietnamese]","",""
"","5322","TC_34 [English] — Back button at each step returns to previous step, not forward in flow","E2E Journey [English]","2026-08-26","passed","2026-08-26","","","",""
"","1239","TC_13 [English] — Continue stays disabled with only the name filled","Blue Moon — Signup Details Page (English)","2026-08-26","passed","2026-08-26","","","",""
"","5618","TC05 [Vietnamese] — Correct OTP navigates user to Link Telegram page","Smoke Suite [Vietnamese]","2026-08-26","passed","2026-08-26","","","",""
"","30","TC_23 [Vietnamese] - Verify Play by Play tab is displayed with correct label","Recent Match Details Page [Vietnamese]","2026-08-26","passed","2026-08-26","","6. Play by Play Tab [Vietnamese]","",""
"","4949","TC_35 [Vietnamese] - Verify Overview and Matches tabs display content on V-League 1 26/27 page","Tournament Pages [Vietnamese]","2026-08-26","passed","2026-08-26","","V-League 1 26/27 [Vietnamese]","",""
"","4314","TC_29 [Vietnamese] - Verify language selection persists after page refresh","Profile Page (Vietnamese)","2026-08-26","passed","2026-08-26","","5. Preferences Tab","",""
"","20998","TC_23 [English] — Repeated incorrect OTP attempts are handled gracefully (no crash, consistent error/lockout)","Blue Moon — OTP Page (English)","2026-08-26","passed","2026-08-26","","","",""
"","56","TC_31 [Vietnamese] - Verify guest user name and Login/Signup button are displayed correctly in Vietnamese","Profile Page (Vietnamese)","2026-08-26","passed","2026-08-26","","6. Guest User","",""
"","20040","TC12 [English] — Selecting a tournament from the competition list navigates to its page","Smoke Suite [English]","2026-08-26","broken","2026-08-26","","","",""
"","1649","TC_07 [English] - Verify hero 'Sign Up' button is displayed and redirects correctly","Landing Page Validation (English)","2026-08-26","passed","2026-08-26","","","",""
"","78","TC_04 [Vietnamese] - Verify final score is displayed between team names in match header","Recent Match Details Page [Vietnamese]","2026-08-26","passed","2026-08-26","","2. Match Header [Vietnamese]","",""
"","3371","TC_10 [Vietnamese] - Verify Dashboard page is vertically scrollable","Dashboard Validation (Vietnamese)","2026-08-26","passed","2026-08-26","","","",""
"","11798","TC_13 [English] — Network failure on Sign Up shows an appropriate error","Signup Journey — Join Page (English)","2026-08-26","passed","2026-08-26","","","",""
"","251","TC_10 [Vietnamese] - Verify Lineups tab displays football pitch with both team names, logos and pitch container","Recent Match Details Page [Vietnamese]","2026-08-26","passed","2026-08-26","","4. Lineups Tab [Vietnamese]","",""
"","5095","TC_31 [English] - Verify navigation to Club Friendly Games 2026 and URL/heading are correct","Tournament Pages [English]","2026-08-26","passed","2026-08-26","","Club Friendly Games 2026 [English]","",""
"","4944","TC_29 [Vietnamese] - Verify Overview and Matches tabs display content on Int. Friendly Games 2026 page","Tournament Pages [Vietnamese]","2026-08-26","passed","2026-08-26","","Int. Friendly Games 2026 [Vietnamese]","",""
"","486","TC_06 [English] - Minimum age requirement (18 years) is stated","Terms of Use (English)","2026-08-26","passed","2026-08-26","","","",""
"","18496","TC_43 [Vietnamese] - Verify clicking TikTok row redirects to the TikTok profile in a new tab","Profile Page (Vietnamese)","2026-08-26","broken","2026-08-26","","8. Community Tab – Social Redirections","",""
"","1438","TC_21 [English] - Verify footer copyright text is displayed","Landing Page Validation (English)","2026-08-26","passed","2026-08-26","","","",""
"","5202","TC_18 [Vietnamese] — Resend OTP after the countdown expires sends a new OTP and resets the timer","OTP Verification [Vietnamese]","2026-08-26","passed","2026-08-26","","","",""
"","25540","TC_20 [English] — Correct OTP navigates to the Link Telegram page","OTP Verification [English]","2026-08-26","broken","2026-08-26","","","",""
"","130","TC_12 [Vietnamese] — Page displays the exact phone number entered, 6 separate OTP boxes, and an active resend countdown","Organic Signup Journey (Vietnamese)","2026-08-26","passed","2026-08-26","","OTP Page — submission and display","",""
