"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6653","OV-001 [Vietnamese] - Verify 'Next Match' section label is displayed on Overview tab","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Overview Page - Next Match Widget [Vietnamese]","",""
"","2737","TC_16 [English] - Verify clicking the All Matches filter displays filtered match results","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","19498","SIGNUP-004 [English] - Verify searching by country name filters the country list","Beat SFC [English]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","4303","SET-001 [Vietnamese] - Verify the Beat SFC section is NOT displayed on Settings > Account tab for a logged-out user","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Settings - Account Tab - Beat SFC Section (Guest) [Vietnamese]","",""
"","19437","SIGNUP-003 [Vietnamese] - Verify clicking the country-code dropdown opens the 'Select Country' modal","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","4903","MD-PRE-011 [English] - Verify clicking option '2' in What's Your Take triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","19432","SIGNUP-004 [Vietnamese] - Verify searching by country name filters the country list","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","2723","TC_08 [English] - Verify Recent Result cards display completed match information","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","4559","MD-PRE-006 [English] - Verify 'BEAT SFC · CASE YOUR VOTE!' (Cast Your Vote) section displays correctly","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","23932","SIGNUP-015 [English] - Verify entering the correct OTP navigates to the success confirmation screen","Beat SFC [English]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","36","TC_19 [English] — Resend OTP is disabled during the countdown and enables once it expires","Blue Moon — OTP Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","168","TC_22 [English] — Submitting with the OTP field empty does not attempt verification","Blue Moon — OTP Page (English)","2026-09-01","failed","2026-09-01","","","",""
"","2837","TC_17 [English] - Verify clicking a Today Match card navigates to the match detail page","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","5698","TC_28 [English] — The existing/login number can be reused for another full login without Firebase cleanup","Blue Moon — Welcome Page (existing/login number) (English)","2026-09-01","passed","2026-09-01","","","",""
"","4900","MD-PRE-005 [English] - Verify clicking Team B WIN in Guess the Winner triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","19499","SIGNUP-011 [Vietnamese] - Verify the OTP screen displays 6 individual single-digit input boxes","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","4931","MD-PRE-012 [English] - Verify clicking option '3' in What's Your Take triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","4412","SIGNUP-017 [English] - Verify 'T&C' and 'Privacy policy' links in the popup footer are present","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","1873","TC_02 [English] — Clicking the first Signup CTA navigates to the Signup Details page","Blue Moon — Landing Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","3348","TC_04 [English] - Verify Dashboard Filters are displayed","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","4587","MD-PRE-002 [English] - Verify 'BEAT SFC · GUESS THE WINNER!' section displays correctly","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","4853","MD-PRE-008 [Vietnamese] - Verify clicking 'Không' (No) in Cast Your Vote triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","19532","SIGNUP-005 [Vietnamese] - Verify searching by dial code filters the country list","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","23899","SIGNUP-016 [English] - Verify user session becomes authenticated after successful OTP verification","Beat SFC [English]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","4871","MD-PRE-013 [Vietnamese] - Verify clicking option '4+' in What's Your Take triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","2492","TC_05 [English] — Country code dropdown shows a default value and opens to a scrollable country list","Blue Moon — Signup Details Page (English)","2026-09-01","passed","2026-09-01","","","",""
