"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","TC_PR_20 - Verify Language section heading is displayed and section is expanded by default","Profile Page","2026-08-12","passed","2026-08-12","","5. Preferences Tab","",""
"","12353","TC11 — Clicking a Today Match card navigates to the Match Detail page","Smoke Suite","2026-08-12","broken","2026-08-12","","","",""
"","54","TC_PR_GU1 - Verify guest user name and Login/Signup button are displayed correctly in Vietnamese","Profile Page","2026-08-12","passed","2026-08-12","","6. Guest User","",""
"","3314","TOU-EN08 — Liability cap of 100 GBP is stated","Terms of Use — English","2026-08-12","passed","2026-08-12","","","",""
"","519","OTP07 — Setting a 6-digit code fills the OTP field correctly and triggers submission","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","6513","TC06 — ""Để sau"" on Link Telegram navigates to Welcome page without linking Telegram","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","287","TC_023 - Verify Team Statistics section heading is displayed","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","6. Stats Tab","",""
"","1293","TC02 — ""Đăng ký"" CTA on Landing page navigates to sign-up flow","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","1247","TC_PR_21 - Verify Language section can be collapsed and re-expanded","Profile Page","2026-08-12","passed","2026-08-12","","5. Preferences Tab","",""
"","4391","J208 — Valid, new phone number triggers OTP dispatch and navigates to the OTP verification page","Details Page","2026-08-12","passed","2026-08-12","","","",""
"","1101","PP-VN10 — Browser tab title is non-empty in Vietnamese","Privacy Policy — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","1388","TC018 - Verify Match Prediction widget is displayed in The Edge section","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","9673","TC_WP03 — User is fully authenticated on Dashboard after completing signup","Welcome Page","2026-08-12","passed","2026-08-12","","","",""
"","4752","TC07 — Terms and Privacy links preserve entered phone number","Signup Journey — Join Page","2026-08-12","passed","2026-08-12","","","",""
"","270","TC_024 - Verify Team Statistics section shows stat comparison values","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","6. Stats Tab","",""
"","31","TC_PR_09 - Verify DATA & PRIVACY section heading is displayed correctly in the Account tab","Profile Page","2026-08-12","passed","2026-08-12","","4. Account Tab","",""
"","3004","TC_PR_53 - Verify Login/Signup button is visible across all three profile tabs for a guest user","Profile Page","2026-08-12","passed","2026-08-12","","10. Edge Cases","",""
"","4268","TC_PR_03 - Verify Back arrow navigates the user away from the Profile page","Profile Page","2026-08-12","passed","2026-08-12","","1. Page Load","",""
"","24999","E2E07 — User who exits at Link Telegram can resume onboarding on return","E2E Journey","2026-08-12","broken","2026-08-12","","","",""
"","7593","TC09 — Valid phone and name navigates to OTP page","Signup Journey — Join Page","2026-08-12","passed","2026-08-12","","","",""
"","264","TC_026 - Verify Defense section shows stat comparison values","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","6. Stats Tab","",""
"","2792","TC26 — Profile header displays Guest state and Login/Signup button","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","1418","TC019 - Verify Key Insights widget is displayed in The Edge section","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","6913","TC08 — User is fully authenticated on Dashboard after completing signup","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","3147","TC25 — Profile page loads successfully via direct URL","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","1918","TC10 — Clicking the featured-competition promo banner navigates to that competition page","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","1046","TC05 — Sign Up is disabled on empty form","Signup Journey — Join Page","2026-08-12","passed","2026-08-12","","","",""
"","3440","TC_PR_49 - Verify Terms of Service, Privacy Policy and Cookie Policy links each redirect to unique pages","Profile Page","2026-08-12","passed","2026-08-12","","10. Edge Cases","",""
"","22798","TC013 - Verify Dashboard page loads without any broken UI elements","Dashboard Validation","2026-08-12","failed","2026-08-12","","","",""
"","2737","TC001 - Verify Landing page URL","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","162","TC_015 - Verify Head to Head (H2H) section heading is displayed","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","4. Overview Tab","",""
"","5332","PP-EN01 + PP-EN02 — Privacy Policy page loads in English with correct heading","Privacy Policy — English","2026-08-12","passed","2026-08-12","","","",""
"","2744","TC010 - Verify Dashboard page is vertically scrollable","Dashboard Validation","2026-08-12","passed","2026-08-12","","","",""
"","3257","PP-EN03 — Effective Date reads ""23 April 2026""","Privacy Policy — English","2026-08-12","passed","2026-08-12","","","",""
"","1279","TOU-VN06 — Vietnamese heading confirms page renders in Vietnamese","Terms of Use — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","1554","TC010 - Verify Personalisation interest chip images (FIFA WC™, Brazil, Neymar Jr.) are displayed","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","4","OTP01 — Page displays the exact phone number entered on the Details page","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","8545","TC_OTP02 — Correct OTP auto-submits and navigates to link-telegram","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","18462","TC_PR_40 - Verify clicking TikTok row redirects to the TikTok profile in a new tab","Profile Page","2026-08-12","broken","2026-08-12","","8. Community Tab – Social Redirections","",""
"","6170","TC04 — Phone accepts numeric input and Sign Up requires both fields","Signup Journey — Join Page","2026-08-12","passed","2026-08-12","","","",""
"","1070","TOU-VN08 — Liability cap of 100 GBP is stated in Vietnamese Terms of Use","Terms of Use — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","4525","TC_PR_47 - Verify language selection in Preferences tab persists when switching to other tabs and back","Profile Page","2026-08-12","passed","2026-08-12","","9. Tab Switching","",""
"","2658","TC002 - Verify Dashboard Logo is displayed","Dashboard Validation","2026-08-12","passed","2026-08-12","","","",""
"","35687","TC_PR_30 - Verify language setting applies globally to other pages such as Dashboard","Profile Page","2026-08-12","broken","2026-08-12","","5. Preferences Tab","",""
