"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","120","TC_05 [Vietnamese] - Verify clicking Login/Signup button redirects to the Login/Registration page","Profile Page (Vietnamese)","2026-08-25","passed","2026-08-25","","2. Profile Header","",""
"","132","TC_12 [English] — Page displays the exact phone number entered, 6 separate OTP boxes, and an active resend countdown","Organic Signup Journey (English)","2026-08-25","passed","2026-08-25","","OTP Page — submission and display","",""
"","953","TC_03 [English] - Company name (RICH ABLE DEVELOPMENTS LIMITED) and Samoa address are unchanged","Privacy Policy (English)","2026-08-25","passed","2026-08-25","","","",""
"","7628","TC_18 [English] — Resend OTP shows countdown immediately after page load","OTP Verification (English)","2026-08-25","passed","2026-08-25","","","",""
"","52","TC_31 [English] - Verify guest user name and Login/Signup button are displayed correctly in English","Profile Page (English)","2026-08-25","passed","2026-08-25","","6. Guest User","",""
"","231","TC_33 [Vietnamese] - Verify clicking Community tab makes it active and loads all 7 social channels","Profile Page (Vietnamese)","2026-08-25","passed","2026-08-25","","7. Community Tab","",""
"","2503","TC_09 [English] - Verify View All option is displayed in the Recent Results section and user is redirected to the Recent Results page after clicking it","Dashboard Validation (English)","2026-08-25","passed","2026-08-25","","","",""
"","155","TC_06 [Vietnamese] - Verify Account, Preferences and Community tabs are all displayed and enabled","Profile Page (Vietnamese)","2026-08-25","passed","2026-08-25","","3. Tab Navigation","",""
"","4330","TC_38 [English] - Verify clicking WhatsApp row redirects to the WhatsApp channel in a new tab","Profile Page (English)","2026-08-25","passed","2026-08-25","","8. Community Tab – Social Redirections","",""
"","146","TC_01 [Vietnamese] - Verify the Logout option is visible on the Account tab of Settings","Logout (Vietnamese)","2026-08-25","passed","2026-08-25","","1. Logout Control Visibility & Non-Destructive Popup Checks [Vietnamese]","",""
"","129","TC_20 [English] - Verify stat rows display numeric comparison values for both teams","Recent Match Details Page [English]","2026-08-25","passed","2026-08-25","","5. Stats Tab [English]","",""
"","153","TC_19 [English] - Verify Passing section shows numeric stat comparison values","Recent Match Details Page [English]","2026-08-25","passed","2026-08-25","","5. Stats Tab [English]","",""
"","660","TC_05 [English] - No leftover Vietnamese diacritics in English page","Privacy Policy (English)","2026-08-25","passed","2026-08-25","","","",""
"","29","TC_09 [English] - Verify DATA & PRIVACY section heading is displayed correctly in the Account tab","Profile Page (English)","2026-08-25","passed","2026-08-25","","4. Account Tab","",""
"","216","TC_07 [English] - Verify clicking Team 2 logo navigates to Team 2 details page and back returns to match","Recent Match Details Page [English]","2026-08-25","passed","2026-08-25","","2. Match Header [English]","",""
"","26","TC_12 [English] - Verify no leftover authenticated data is shown after logout completes","Logout (English)","2026-08-25","passed","2026-08-25","","2. Logout Execution & Redirect","",""
"","52","TC_12 [English] - Verify Privacy Policy row is displayed and clickable","Profile Page (English)","2026-08-25","passed","2026-08-25","","4. Account Tab","",""
"","32591","TC_16 [Vietnamese] — Clicking ""Resend OTP""/""Gửi lại OTP"" after the countdown expires sends a new OTP and resets the timer","Organic Signup Journey (Vietnamese)","2026-08-25","passed","2026-08-25","","OTP Page — resend","",""
"","59414","TC_12 [Vietnamese] - Verify match cards are displayed without any UI distortion","Dashboard Validation (Vietnamese)","2026-08-25","broken","2026-08-25","","","",""
"","2862","TC_11 [English] — Valid phone number triggers OTP dispatch and navigates to the OTP verification page","Organic Signup Journey (English)","2026-08-25","passed","2026-08-25","","OTP Page — submission and display","",""
"","691","TC_11 [English] - Language switch keeps user on /privacy (no re-login required)","Privacy Policy (English)","2026-08-25","passed","2026-08-25","","","",""
"","1065","TC_04 [English] — English heading, sub-heading and description are displayed correctly","Blue Moon — Signup Details Page (English)","2026-08-25","passed","2026-08-25","","","",""
"","3382","TC_01 [English] - Verify Landing page URL","Landing Page Validation (English)","2026-08-25","passed","2026-08-25","","","",""
"","545","TC_17 [Vietnamese] - Verify Terms of Service, Privacy Policy and Cookie Policy all redirect to unique pages","Profile Page (Vietnamese)","2026-08-25","passed","2026-08-25","","4. Account Tab","",""
"","3502","TC_55 [English] - Verify Login/Signup button is visible across all three profile tabs for a guest user","Profile Page (English)","2026-08-25","passed","2026-08-25","","10. Edge Cases","",""
"","2664","TC_15 [English] — Continue stays disabled when the T&C checkbox is unchecked, even with valid Name + Mobile","Blue Moon — Signup Details Page (English)","2026-08-25","passed","2026-08-25","","","",""
"","3498","TC_01 [Vietnamese] - Verify Dashboard URL","Dashboard Validation (Vietnamese)","2026-08-25","passed","2026-08-25","","","",""
"","1958","TC_01 [English] - Privacy Policy page loads in English with correct heading","Privacy Policy (English)","2026-08-25","passed","2026-08-25","","","",""
"","35685","TC_30 [Vietnamese] - Verify language setting applies globally to other pages such as Dashboard","Profile Page (Vietnamese)","2026-08-25","broken","2026-08-25","","5. Preferences Tab","",""
"","4549","TC_49 [Vietnamese] - Verify language selection in Preferences tab persists when switching to other tabs and back","Profile Page (Vietnamese)","2026-08-25","passed","2026-08-25","","9. Tab Switching","",""
"","387","TC_03 [Vietnamese] - Verify the Logout option appears only under the Account tab and not other Settings tabs","Logout (Vietnamese)","2026-08-25","passed","2026-08-25","","1. Logout Control Visibility & Non-Destructive Popup Checks [Vietnamese]","",""
"","526","TC_17 [English] - Verify Terms of Service, Privacy Policy and Cookie Policy all redirect to unique pages","Profile Page (English)","2026-08-25","passed","2026-08-25","","4. Account Tab","",""
"","17182","TC_07 [Vietnamese] - Verify Cancel/No on the logout confirmation popup keeps the user logged in","Logout (Vietnamese)","2026-08-25","passed","2026-08-25","","1. Logout Control Visibility & Non-Destructive Popup Checks [Vietnamese]","",""
"","212","TC_32 [Vietnamese] - Verify guest user name and Login/Signup button update to English after language switch","Profile Page (Vietnamese)","2026-08-25","passed","2026-08-25","","6. Guest User","",""
