"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7932","TC08 — Submitting a registered phone shows appropriate response","Signup Journey — Join Page","2026-08-12","passed","2026-08-12","","","",""
"","2694","TOU-EN07 — Minimum age requirement (18 years) is stated","Terms of Use — English","2026-08-12","passed","2026-08-12","","","",""
"","274","OTP07 — Setting a 6-digit code fills the OTP field correctly and triggers submission","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","3416","TC_PR_59 - Verify no broken images or missing icons on the Profile page across all three tabs","Profile Page","2026-08-12","passed","2026-08-12","","11. UI & Responsive","",""
"","1286","TOU-VN06 — Vietnamese heading confirms page renders in Vietnamese","Terms of Use — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","7915","TC_OTP09 — Back navigation returns to join page","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","1425","TC016 - Verify ""View insights"" button is displayed in Alerts card","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","1597","PP-VN07 — Support email (support@sportsfc.fans) is present in Vietnamese page","Privacy Policy — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","3286","TC_PR_01 - Verify Profile page loads successfully via direct URL with all three tabs visible","Profile Page","2026-08-12","passed","2026-08-12","","1. Page Load","",""
"","4545","TOU-EN10 — Cross-reference link to Privacy Policy navigates correctly","Terms of Use — English","2026-08-12","passed","2026-08-12","","","",""
"","1664","TC023 - Verify all four main page sections are displayed on the Landing page","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","2752","TC009- Verify View All option is displayed in the Recent Results section and user is redirected to the Recent Results page after clicking it","Dashboard Validation","2026-08-12","passed","2026-08-12","","","",""
"","52","TC_PR_14 - Verify Cookie Policy row is displayed and clickable","Profile Page","2026-08-12","passed","2026-08-12","","4. Account Tab","",""
"","143","TC_PR_08 - Verify clicking Account tab makes it active and loads DATA & PRIVACY section with all three rows","Profile Page","2026-08-12","passed","2026-08-12","","4. Account Tab","",""
"","265","TC_030 - Verify team names in match header match team names shown in Lineups tab","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","7. Data Consistency","",""
"","97","TC_PR_23 - Verify Vietnamese language option displays 🇻🇳 flag and Tiếng Việt sub-label","Profile Page","2026-08-12","passed","2026-08-12","","5. Preferences Tab","",""
"","2371","TC002 - Verify Dashboard Logo is displayed","Dashboard Validation","2026-08-12","passed","2026-08-12","","","",""
"","4138","TC_PR_36 - Verify clicking Viber row redirects to the Viber channel in a new tab","Profile Page","2026-08-12","passed","2026-08-12","","8. Community Tab – Social Redirections","",""
"","4532","TC_PR_37 - Verify clicking Telegram row redirects to the Telegram channel in a new tab","Profile Page","2026-08-12","passed","2026-08-12","","8. Community Tab – Social Redirections","",""
"","2049","TC_PR_27 - Verify only one language can be selected at a time (mutual exclusion)","Profile Page","2026-08-12","passed","2026-08-12","","5. Preferences Tab","",""
"","835","TC_WP04 — Direct URL to Dashboard page allows proceeding to Dashboard","Welcome Page — Direct Access","2026-08-12","passed","2026-08-12","","","",""
"","0","TC_LT03 — Direct URL without completing signup redirects away [Product defect: route not protected]","","2026-08-12","skipped","2026-08-12","","","",""
"","25480","OTP04 — Correct OTP navigates to the Link Telegram page","OTP Verification","2026-08-12","broken","2026-08-12","","","",""
"","1863","TC_LO_11 - Verify protected pages are not accessible after logout via browser Back button","Logout","2026-08-12","passed","2026-08-12","","2. Logout Execution & Redirect","",""
"","6019","TC04 — Phone accepts numeric input and Sign Up requires both fields","Signup Journey — Join Page","2026-08-12","passed","2026-08-12","","","",""
"","1478","TC002 - Verify brand logo is displayed on Landing page","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","2887","PP-EN11 — No horizontal overflow on mobile viewport","Privacy Policy — English","2026-08-12","passed","2026-08-12","","","",""
"","8334","TC_OTP04 — Pasting 6-digit code redirects to Link Telegram","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","1410","TOU-VN03 — Effective Date is displayed in Vietnamese date format (23 tháng 4)","Terms of Use — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","2469","TC008 - Verify Recent Result cards display completed match information","Dashboard Validation","2026-08-12","passed","2026-08-12","","","",""
"","1458","TC024 - Verify footer with copyright is displayed at the bottom of the Landing page","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","2170","J206 — Terms/Privacy links preserve the entered phone number","Details Page","2026-08-12","passed","2026-08-12","","","",""
"","5271","J203 — Phone accepts numeric input only and enforces correct digit length","Details Page","2026-08-12","passed","2026-08-12","","","",""
"","60554","TC_003 - Verify header shows team logos, names, competition name and date/time","Upcoming Match Details Page","2026-08-12","broken","2026-08-12","","2. Match Header","",""
"","221","TC_024 - Verify Team Statistics section shows stat comparison values","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","6. Stats Tab","",""
"","7936","TC_OTP05 — Resend OTP shows countdown immediately after page load","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","2133","PP-VN08 — Cross-reference link to Terms of Use navigates correctly from Vietnamese Privacy Policy","Privacy Policy — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","379","OTP02 — 6-box display and Verify OTP requires all 6 digits","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","9402","TC_WP02 — ""Đi tới sportsfc.fans"" navigates to the Dashboard","Welcome Page","2026-08-12","passed","2026-08-12","","","",""
"","196","TC_007 - Verify all four tabs are displayed and Overview is active by default","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","3. Match Detail Tabs","",""
"","4150","J204 — Inline validation error is shown when Sign Up is clicked with an empty phone number field","Details Page","2026-08-12","passed","2026-08-12","","","",""
"","1026","TC02 — Join page loads with all expected UI elements","Signup Journey — Join Page","2026-08-12","passed","2026-08-12","","","",""
"","4171","PP-EN08 — Cross-reference link to Terms of Use navigates correctly","Privacy Policy — English","2026-08-12","passed","2026-08-12","","","",""
"","1478","TC013 - Verify Live Alerts card is displayed in the Feed section","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","4358","TC_PR_03 - Verify Back arrow navigates the user away from the Profile page","Profile Page","2026-08-12","passed","2026-08-12","","1. Page Load","",""
"","22238","J209 — Repeated rapid Sign Up submissions are rate-limited or accepted","Details Page","2026-08-12","passed","2026-08-12","","","",""
"","1342","TC09 — Guest user can access Dashboard page successfully","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","3380","TC_PR_45 - Verify active tab indicator updates on each tab click","Profile Page","2026-08-12","passed","2026-08-12","","9. Tab Switching","",""
"","1291","TC02 — ""Đăng ký"" CTA on Landing page navigates to sign-up flow","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","212","TC_025 - Verify Defense section heading is displayed","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","6. Stats Tab","",""
"","294","TC_023 - Verify Team Statistics section heading is displayed","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","6. Stats Tab","",""
"","220","TC_006 - Verify clicking Team 2 logo navigates to Team 2 details page and back returns to match","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","2. Match Header","",""
"","2619","TC_PR_56 - Verify Profile page loads within 5 seconds","Profile Page","2026-08-12","passed","2026-08-12","","12. Performance","",""
"","52","TC_LO_10 - Verify the user is redirected to the Login/Landing page after logout","Logout","2026-08-12","passed","2026-08-12","","2. Logout Execution & Redirect","",""
"","88","TC_004 - Verify date/time element in header contains numeric content (time or countdown)","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","2. Match Header","",""
"","96","TC_PR_04 - Verify Profile header displays Guest username and Login/Signup button for guest user","Profile Page","2026-08-12","passed","2026-08-12","","2. Profile Header","",""
"","202","TC_009 - Verify win prediction section heading is displayed","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","4. Overview Tab","",""
"","22379","TC013 - Verify Dashboard page loads without any broken UI elements","Dashboard Validation","2026-08-12","failed","2026-08-12","","","",""
"","149","TC_PR_05 - Verify clicking Login/Signup button redirects to the Login/Registration page","Profile Page","2026-08-12","passed","2026-08-12","","2. Profile Header","",""
"","4134","TC001 - Verify Dashboard URL","Dashboard Validation","2026-08-12","passed","2026-08-12","","","",""
"","2821","TC001 - Verify Landing page URL","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","1495","TC014 - Verify Prediction card with Argentina and France data is displayed","Landing Page Validation","2026-08-12","passed","2026-08-12","","","",""
"","8993","TC_LT02 — Telegram-linked status: Connect CTA enabled; Skip path shows no Telegram link","Link Telegram","2026-08-12","passed","2026-08-12","","","",""
"","2919","TOU-EN09 — Governing law (Samoa) jurisdiction clause is present","Terms of Use — English","2026-08-12","passed","2026-08-12","","","",""
"","2878","TC_PR_11 - Verify clicking Terms of Service redirects to the Terms of Service page","Profile Page","2026-08-12","passed","2026-08-12","","4. Account Tab","",""
"","123","TC_PR_19 - Verify clicking Preferences tab makes it active and loads Language section with language options","Profile Page","2026-08-12","passed","2026-08-12","","5. Preferences Tab","",""
"","1057","TOU-VN08 — Liability cap of 100 GBP is stated in Vietnamese Terms of Use","Terms of Use — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","623","TC_PR_26 - Verify selecting Vietnamese highlights it with a filled selection indicator","Profile Page","2026-08-12","passed","2026-08-12","","5. Preferences Tab","",""
"","2030","TC10 — Clicking the featured-competition promo banner navigates to that competition page","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","6396","TC06 — ""Để sau"" on Link Telegram navigates to Welcome page without linking Telegram","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","5210","OTP09 — Resend OTP after the countdown expires sends a new OTP and resets the timer","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","4227","TC21 — Team name is displayed correctly in the page header","Smoke Suite","2026-08-12","passed","2026-08-12","","","",""
"","1190","TOU-VN01 + TOU-VN02 — Terms of Use page loads and heading is in Vietnamese","Terms of Use — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","3047","PP-EN12 — Language switch keeps user on /privacy (no re-login required)","Privacy Policy — English","2026-08-12","passed","2026-08-12","","","",""
"","60174","TC_017 - Verify Group Standings section is displayed in Overview tab","Upcoming Match Details Page","2026-08-12","broken","2026-08-12","","4. Overview Tab","",""
"","661","OTP13 — Directly navigating to the Link Telegram URL without OTP verification is not blocked [Known defect: route not protected]","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","440","TC_020 - Verify Lineups tab displays football pitch for both teams with team names and logos","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","5. Lineups Tab","",""
"","24948","E2E07 — User who exits at Link Telegram can resume onboarding on return","E2E Journey","2026-08-12","broken","2026-08-12","","","",""
"","9852","TC_OTP06 — Resend OTP after countdown sends new OTP","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
