"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3311","TOU-EN12 — No horizontal overflow on mobile viewport","Terms of Use — English","2026-08-12","passed","2026-08-12","","","",""
"","3132","TC_PR_13 - Verify clicking Privacy Policy redirects to the Privacy Policy page","Profile Page","2026-08-12","passed","2026-08-12","","4. Account Tab","",""
"","2815","TC_PR_52 - Verify Profile page displays correctly on the standard 360×740 viewport","Profile Page","2026-08-12","passed","2026-08-12","","10. Edge Cases","",""
"","22378","TC012 - Verify match cards are displayed without any UI distortion","Dashboard Validation","2026-08-12","broken","2026-08-12","","","",""
"","293","TC_030 - Verify team names in match header match team names shown in Lineups tab","Upcoming Match Details Page","2026-08-12","passed","2026-08-12","","7. Data Consistency","",""
"","61186","TC16 — Clicking a completed match navigates to Match Details page","Smoke Suite","2026-08-12","failed","2026-08-12","","","",""
"","7780","TC_OTP05 — Resend OTP shows countdown immediately after page load","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","4941","J207 — Submitting a phone number already associated with an existing account is handled appropriately","Details Page","2026-08-12","passed","2026-08-12","","","",""
"","2976","TOU-EN01 + TOU-EN02 — Terms of Use page loads in English with correct heading","Terms of Use — English","2026-08-12","passed","2026-08-12","","","",""
"","1675","OTP11 — Repeated wrong OTP attempts trigger lockout or throttling","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","855","OTP03 — Verify OTP button stays disabled until the 6th digit is entered, then a submission is triggered","OTP Verification","2026-08-12","passed","2026-08-12","","","",""
"","991","PP-VN05 — All 15 numbered sections are present in Vietnamese","Privacy Policy — Vietnamese","2026-08-12","passed","2026-08-12","","","",""
"","86","TC_PR_24 - Verify English language option displays 🌐 globe icon and English label","Profile Page","2026-08-12","passed","2026-08-12","","5. Preferences Tab","",""
"","2625","PP-EN09 — Marketing opt-out / unsubscribe wording is present","Privacy Policy — English","2026-08-12","passed","2026-08-12","","","",""
"","2717","TC004 - Verify Dashboard Filters are displayed","Dashboard Validation","2026-08-12","passed","2026-08-12","","","",""
