"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4205","SET-001 [English] - Verify the Beat SFC section is NOT displayed on Settings > Account tab for a logged-out user","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Settings - Account Tab - Beat SFC Section (Guest) [English]","",""
"","23815","SIGNUP-014 [Vietnamese] - Verify 'Go back to login methods' link returns to the phone number entry screen","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","5439","TC_17 [English] — Clicking Continue with all fields valid redirects to the OTP page","Blue Moon — Signup Details Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","4906","MD-PRE-004 [English] - Verify clicking 'Draw' in Guess the Winner triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","2505","TC_16 [English] - Verify clicking the All Matches filter displays filtered match results","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","4519","OV-007 [English] - Verify clicking the Team B CTA in the Beat Aiko banner navigates to Match Details AND triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Overview Page - Next Match Widget [English]","",""
"","4791","OV-002 [Vietnamese] - Verify Match Card displays correct match summary details","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Overview Page - Next Match Widget [Vietnamese]","",""
"","2035","TC_07 [English] — A valid 10-digit Indian number is accepted with no validation error","Blue Moon — Signup Details Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","24490","SIGNUP-001 [Vietnamese] - Verify default country code is pre-selected based on geo-location","Beat SFC [Vietnamese]","2026-09-01","failed","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","4514","MD-PRE-015 [English] - Verify the Leaderboard teaser ('You're in the game!') is NOT shown when the user is logged out","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","5154","OV-008 [English] - Verify clicking 'View all' link inside the Beat Aiko banner navigates correctly","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Overview Page - Next Match Widget [English]","",""
"","2712","TC_10 [English] - Verify Dashboard page is vertically scrollable","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","4452","OV-007 [Vietnamese] - Verify clicking the Team B CTA in the Beat Aiko banner navigates to Match Details AND triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Overview Page - Next Match Widget [Vietnamese]","",""
"","4932","SIGNUP-018 [Vietnamese] - Verify the Express Signup popup can be dismissed without completing signup, leaving the user logged out","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","4650","MD-PRE-006 [English] - Verify 'BEAT SFC · CASE YOUR VOTE!' (Cast Your Vote) section displays correctly","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","4876","MD-PRE-012 [Vietnamese] - Verify clicking option '3' in What's Your Take triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","4424","SIGNUP-002 [Vietnamese] - Verify 'Continue' button is disabled when the phone number field is empty","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","4089","OV-004 [Vietnamese] - Verify clicking the Match Card (outside the Beat Aiko banner) navigates to Match Details with NO popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Overview Page - Next Match Widget [Vietnamese]","",""
"","31","TC_19 [English] — Resend OTP is disabled during the countdown and enables once it expires","Blue Moon — OTP Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","2811","TC_20 [English] - Verify clicking the Login/Signup button redirects the user to the Login/Signup page","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","4520","MD-PRE-001 [Vietnamese] - Verify navigating to Match Details via the Match Card (not the banner) shows no popup and all 3 Beat Aiko sections are visible","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","1089","TC_04 [English] — English heading, sub-heading and description are displayed correctly","Blue Moon — Signup Details Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","19396","SIGNUP-005 [English] - Verify searching by dial code filters the country list","Beat SFC [English]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","5021","TC_24 [English] — Back navigation returns to the Signup Details page","Blue Moon — OTP Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","5755","TC_25 [English] — An existing/login number goes DIRECTLY to the Welcome page (Download App page is skipped)","Blue Moon — OTP Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","4551","MD-PRE-002 [English] - Verify 'BEAT SFC · GUESS THE WINNER!' section displays correctly","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","19383","SIGNUP-007 [Vietnamese] - Verify closing the Select Country modal via the 'X' icon retains the previously selected country","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","19548","SIGNUP-011 [English] - Verify the OTP screen displays 6 individual single-digit input boxes","Beat SFC [English]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","20268","SIGNUP-003 [English] - Verify clicking the country-code dropdown opens the 'Select Country' modal","Beat SFC [English]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","19608","SIGNUP-010 [Vietnamese] - Verify clicking 'Continue' with a valid mobile number navigates to the OTP Verification screen","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","4909","MD-PRE-011 [Vietnamese] - Verify clicking option '2' in What's Your Take triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","1637","TC_03 [English] — Clicking the second Signup CTA navigates to the same Signup Details page","Blue Moon — Landing Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","4929","MD-PRE-011 [English] - Verify clicking option '2' in What's Your Take triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","4591","MD-PRE-002 [Vietnamese] - Verify 'ĐÁNH BẠI SFC · ĐOÁN NGƯỜI THẮNG!' section displays correctly","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","24016","SIGNUP-015 [English] - Verify entering the correct OTP navigates to the success confirmation screen","Beat SFC [English]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [English]","",""
"","4843","MD-PRE-007 [Vietnamese] - Verify clicking 'Có' (Yes) in Cast Your Vote triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","5072","MD-PRE-003 [English] - Verify clicking Team A WIN in Guess the Winner triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","1130","TC_18 [English] — The T&C checkbox has visible, legible consent text","Blue Moon — Signup Details Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","4862","MD-PRE-008 [Vietnamese] - Verify clicking 'Không' (No) in Cast Your Vote triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","536","TC_21 [English] — An incorrect OTP shows an error and keeps the user on the OTP page","Blue Moon — OTP Page (English)","2026-09-01","passed","2026-09-01","","","",""
