"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1382","TC018 - Verify Match Prediction widget is displayed in The Edge section","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","2220","TC_LO_11 - Verify protected pages are not accessible after logout via browser Back button","Logout","2026-08-18","failed","2026-08-18","","2. Logout Execution & Redirect","",""
"","63","TC_LO_10 - Verify the user is redirected to the Login/Landing page after logout","Logout","2026-08-18","failed","2026-08-18","","2. Logout Execution & Redirect","",""
"","7311","TC_02 [English] — Clicking the Login/Signup CTA in the header navigates to the phone number entry page","Organic Signup Journey (English)","2026-08-18","passed","2026-08-18","","Guest Dashboard","",""
"","3197","TC_19 [English] — No Login/Signup CTA is shown anywhere in Settings once the user is logged in","Organic Signup Journey (English)","2026-08-18","passed","2026-08-18","","Post-Login Dashboard and Settings","",""
"","4422","TC_PR_46 - Verify rapid tab switching does not cause content overlap or errors","Profile Page","2026-08-18","passed","2026-08-18","","9. Tab Switching","",""
"","14950","TC09 — Valid phone and name navigates to OTP page","Signup Journey — Join Page","2026-08-18","broken","2026-08-18","","","",""
"","2869","TOU-EN03 — Effective Date reads ""23 April 2026""","Terms of Use — English","2026-08-18","passed","2026-08-18","","","",""
"","2803","TC019 - Verify clicking an Upcoming match card navigates to the match detail page","Dashboard Validation","2026-08-18","passed","2026-08-18","","","",""
"","2862","PP-EN10 — Browser tab title contains ""Privacy Policy""","Privacy Policy — English","2026-08-18","passed","2026-08-18","","","",""
"","1337","TC021 - Verify footer copyright text is displayed","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","18363","TC_PR_39 - Verify clicking Instagram row redirects to the Instagram profile in a new tab","Profile Page","2026-08-18","broken","2026-08-18","","8. Community Tab – Social Redirections","",""
"","42","TC_PR_32 - Verify the JOIN OUR PUBLIC CHANNELS section heading is displayed correctly","Profile Page","2026-08-18","passed","2026-08-18","","7. Community Tab","",""
"","30048","TC_PR_20 - Verify Language section heading is displayed and section is expanded by default","Profile Page","2026-08-18","broken","2026-08-18","","5. Preferences Tab","",""
"","2017","TOU-VN10 — Cross-reference link to Privacy Policy navigates correctly from Vietnamese Terms","Terms of Use — Vietnamese","2026-08-18","passed","2026-08-18","","","",""
"","5257","TC06 — Short phone number is rejected or triggers validation","Signup Journey — Join Page","2026-08-18","passed","2026-08-18","","","",""
"","1577","TC022 - Verify three Sign Up buttons are present across the Landing page","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","3371","TC_PR_45 - Verify active tab indicator updates on each tab click","Profile Page","2026-08-18","passed","2026-08-18","","9. Tab Switching","",""
"","5677","TC_PR_43 - Verify Profile page URL is correct after navigating away to Dashboard and returning","Profile Page","2026-08-18","passed","2026-08-18","","9. Tab Switching","",""
"","10038","TC_14 [Vietnamese] — Entering the correct OTP redirects directly to the Dashboard as a logged-in user, with no Telegram-link or Welcome step","Organic Signup Journey (Vietnamese)","2026-08-18","passed","2026-08-18","","OTP Page — correct verification","",""
"","34301","TC_16 [Vietnamese] — Clicking ""Resend OTP""/""Gửi lại OTP"" after the countdown expires sends a new OTP and resets the timer","Organic Signup Journey (Vietnamese)","2026-08-18","passed","2026-08-18","","OTP Page — resend","",""
"","2683","TOU-EN13 — Language switch keeps user on /terms (no re-login required)","Terms of Use — English","2026-08-18","passed","2026-08-18","","","",""
"","1820","TC007 - Verify hero 'Đăng ký' (Sign Up) button is displayed and redirects correctly","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","14982","TC_E2E05 — User who exits at Link Telegram can resume onboarding on return","E2E Journey","2026-08-18","broken","2026-08-18","","","",""
"","21162","PP-VN01 + PP-VN02 — Privacy Policy page loads and heading is in Vietnamese","Privacy Policy — Vietnamese","2026-08-18","failed","2026-08-18","","","",""
"","30046","TC_PR_13 - Verify clicking Privacy Policy redirects to the Privacy Policy page","Profile Page","2026-08-18","broken","2026-08-18","","4. Account Tab","",""
"","238","TC_LO_01 - Verify the Logout option is visible on the Account tab of Settings","Logout","2026-08-18","passed","2026-08-18","","1. Logout Control Visibility & Non-Destructive Popup Checks","",""
"","90064","TC_PR_18 - Verify Profile header Login/Signup button remains visible and functional on Account tab","Profile Page","2026-08-18","broken","2026-08-18","","4. Account Tab","",""
"","1577","TC_17 [English] — Login/Signup CTA is no longer displayed after successful login, and a profile avatar is shown instead","Organic Signup Journey (English)","2026-08-18","passed","2026-08-18","","Post-Login Dashboard and Settings","",""
"","","TC_WP01 — Page displays correct heading, welcome message and CTA button","Welcome Page","2026-08-18","unknown","","","","",""
"","3988","TC_PR_36 - Verify clicking Viber row redirects to the Viber channel in a new tab","Profile Page","2026-08-18","passed","2026-08-18","","8. Community Tab – Social Redirections","",""
"","6134","TC_06 [English] — Country code selector allows changing the default country code to another country","Organic Signup Journey (English)","2026-08-18","passed","2026-08-18","","Login/Join Page","",""
"","2831","TC009- Verify View All option is displayed in the Recent Results section and user is redirected to the Recent Results page after clicking it","Dashboard Validation","2026-08-18","passed","2026-08-18","","","",""
"","3282","TOU-EN04 — Company name (RICH ABLE DEVELOPMENTS LIMITED) and Samoa address are unchanged","Terms of Use — English","2026-08-18","passed","2026-08-18","","","",""
"","5299","TC_PR_37 - Verify clicking Telegram row redirects to the Telegram channel in a new tab","Profile Page","2026-08-18","passed","2026-08-18","","8. Community Tab – Social Redirections","",""
"","30045","TC_PR_11 - Verify clicking Terms of Service redirects to the Terms of Service page","Profile Page","2026-08-18","broken","2026-08-18","","4. Account Tab","",""
"","896","TOU-VN07 — Minimum age (18 years) is stated in Vietnamese Terms of Use","Terms of Use — Vietnamese","2026-08-18","passed","2026-08-18","","","",""
"","2732","TOU-EN05 — All 15 numbered sections are present","Terms of Use — English","2026-08-18","passed","2026-08-18","","","",""
"","1840","TC_PR_27 - Verify only one language can be selected at a time (mutual exclusion)","Profile Page","2026-08-18","passed","2026-08-18","","5. Preferences Tab","",""
"","3302","TC_PR_49 - Verify Terms of Service, Privacy Policy and Cookie Policy links each redirect to unique pages","Profile Page","2026-08-18","passed","2026-08-18","","10. Edge Cases","",""
"","11583","TC_LO_09 - Verify Ok/Yes on the logout confirmation popup logs the user out","Logout","2026-08-18","failed","2026-08-18","","2. Logout Execution & Redirect","",""
"","3154","TC001 - Verify Landing page URL","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","21000","TOU-VN03 — Effective Date is displayed in Vietnamese date format (23 tháng 4)","Terms of Use — Vietnamese","2026-08-18","failed","2026-08-18","","","",""
"","1734","TC_LO_07 - Verify Cancel/No on the logout confirmation popup keeps the user logged in","Logout","2026-08-18","passed","2026-08-18","","1. Logout Control Visibility & Non-Destructive Popup Checks","",""
"","2924","PP-EN12 — Language switch keeps user on /privacy (no re-login required)","Privacy Policy — English","2026-08-18","passed","2026-08-18","","","",""
"","244","TC_PR_28 - Verify switching to English changes the entire page UI language to English","Profile Page","2026-08-18","passed","2026-08-18","","5. Preferences Tab","",""
"","2784","PP-EN11 — No horizontal overflow on mobile viewport","Privacy Policy — English","2026-08-18","passed","2026-08-18","","","",""
"","1336","PP-VN07 — Support email (support@sportsfc.fans) is present in Vietnamese page","Privacy Policy — Vietnamese","2026-08-18","passed","2026-08-18","","","",""
"","30145","TC_PR_19 - Verify clicking Preferences tab makes it active and loads Language section with language options","Profile Page","2026-08-18","broken","2026-08-18","","5. Preferences Tab","",""
"","226","TC_PR_GU2 - Verify guest user name and Login/Signup button update to English after language switch","Profile Page","2026-08-18","passed","2026-08-18","","6. Guest User","",""
"","1776","TC_LO_08 - Verify dismissing the confirmation popup via Esc key keeps the user logged in","Logout","2026-08-18","passed","2026-08-18","","1. Logout Control Visibility & Non-Destructive Popup Checks","",""
"","14949","TC_E2E02 — Back button at each step returns to previous step, not forward in flow","E2E Journey","2026-08-18","broken","2026-08-18","","","",""
"","1437","TC004 - Verify hero tagline text element is displayed","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","22326","TC_04 [Vietnamese] — Clicking the Login/Signup CTA on the Preferences tab navigates to the phone number entry page","Organic Signup Journey (Vietnamese)","2026-08-18","passed","2026-08-18","","Guest Dashboard","",""
"","4360","TC_PR_35 - Verify clicking WhatsApp row redirects to the WhatsApp channel in a new tab","Profile Page","2026-08-18","passed","2026-08-18","","8. Community Tab – Social Redirections","",""
"","9690","TC_15 [Vietnamese] — Entering an incorrect OTP displays an error and allows the user to retry","Organic Signup Journey (Vietnamese)","2026-08-18","passed","2026-08-18","","OTP Page — incorrect code","",""
"","1625","TC_23 [English] — A logged-in user directly navigating to the login/join URL is redirected to the Dashboard instead of the phone entry page","Organic Signup Journey (English)","2026-08-18","passed","2026-08-18","","Post-Login Dashboard and Settings","",""
"","1009","TC05 — Sign Up is disabled on empty form","Signup Journey — Join Page","2026-08-18","passed","2026-08-18","","","",""
"","33496","TC_PR_02 - Verify Profile page is accessible via the Settings icon in the navigation","Profile Page","2026-08-18","broken","2026-08-18","","1. Page Load","",""
"","1446","TC005 - Verify hero headline text element is displayed","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","30064","TC_PR_21 - Verify Language section can be collapsed and re-expanded","Profile Page","2026-08-18","broken","2026-08-18","","5. Preferences Tab","",""
"","1635","TC023 - Verify all four main page sections are displayed on the Landing page","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
