"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7901","TC_08 [Vietnamese] — An inline validation error/disabled state is shown when Continue is clicked with an empty phone number field","Organic Signup Journey (Vietnamese)","2026-08-13","passed","2026-08-13","","Login/Join Page","",""
"","3546","TC001 - Verify Dashboard URL","Dashboard Validation","2026-08-13","passed","2026-08-13","","","",""
"","1142","TOU-VN13 — Page stays on /terms after language interaction","Terms of Use — Vietnamese","2026-08-13","passed","2026-08-13","","","",""
"","15039","TC_E2E01 — Complete ""Để sau"" path: join → OTP → skip Telegram → welcome → Dashboard","E2E Journey","2026-08-13","broken","2026-08-13","","","",""
"","23057","TC014 - Verify clicking the Today filter displays filtered match results","Dashboard Validation","2026-08-13","failed","2026-08-13","","","",""
"","3582","TOU-EN11 — Browser tab title contains ""Terms of Use""","Terms of Use — English","2026-08-13","passed","2026-08-13","","","",""
"","978","PP-VN11 — No horizontal overflow on mobile viewport (Vietnamese)","Privacy Policy — Vietnamese","2026-08-13","passed","2026-08-13","","","",""
"","2511","TC001 - Verify Landing page URL","Landing Page Validation","2026-08-13","passed","2026-08-13","","","",""
"","3144","PP-EN09 — Marketing opt-out / unsubscribe wording is present","Privacy Policy — English","2026-08-13","passed","2026-08-13","","","",""
"","273","TC_PR_34 - Verify all 7 social channel links are enabled and clickable in the Community tab","Profile Page","2026-08-13","passed","2026-08-13","","7. Community Tab","",""
"","35674","TC_PR_30 - Verify language setting applies globally to other pages such as Dashboard","Profile Page","2026-08-13","broken","2026-08-13","","5. Preferences Tab","",""
"","3693","TOU-EN03 — Effective Date reads ""23 April 2026""","Terms of Use — English","2026-08-13","passed","2026-08-13","","","",""
"","22848","TC005 - verify FIFA world cup banner is displayed and after clicking on it, It redirects to the FIFA page","Dashboard Validation","2026-08-13","failed","2026-08-13","","","",""
"","5953","TC_07 [English] — Phone number field accepts only numeric input and enforces correct digit length for the selected country","Organic Signup Journey (English)","2026-08-13","passed","2026-08-13","","Login/Join Page","",""
"","30082","TC_PR_07 - Verify Preferences tab is the default active tab on page load","Profile Page","2026-08-13","broken","2026-08-13","","3. Tab Navigation","",""
"","30144","TC_PR_19 - Verify clicking Preferences tab makes it active and loads Language section with language options","Profile Page","2026-08-13","broken","2026-08-13","","5. Preferences Tab","",""
"","6600","TC_06 [Vietnamese] — Country code selector allows changing the default country code to another country","Organic Signup Journey (Vietnamese)","2026-08-13","passed","2026-08-13","","Login/Join Page","",""
"","5879","TC_PR_43 - Verify Profile page URL is correct after navigating away to Dashboard and returning","Profile Page","2026-08-13","passed","2026-08-13","","9. Tab Switching","",""
"","214","TC_PR_06 - Verify Account, Preferences and Community tabs are all displayed and enabled","Profile Page","2026-08-13","passed","2026-08-13","","3. Tab Navigation","",""
"","2865","TC008 - Verify Recent Result cards display completed match information","Dashboard Validation","2026-08-13","passed","2026-08-13","","","",""
"","2092","TOU-VN10 — Cross-reference link to Privacy Policy navigates correctly from Vietnamese Terms","Terms of Use — Vietnamese","2026-08-13","passed","2026-08-13","","","",""
"","22715","TC017 - Verify clicking a Today Match card navigates to the match detail page","Dashboard Validation","2026-08-13","broken","2026-08-13","","","",""
"","21190","PP-VN06 — Vietnamese heading confirms page renders in Vietnamese","Privacy Policy — Vietnamese","2026-08-13","failed","2026-08-13","","","",""
"","15048","TC08 — Submitting a registered phone shows appropriate response","Signup Journey — Join Page","2026-08-13","broken","2026-08-13","","","",""
"","2809","TOU-EN05 — All 15 numbered sections are present","Terms of Use — English","2026-08-13","passed","2026-08-13","","","",""
"","935","TOU-VN09 — Governing law (Samoa) clause is present in Vietnamese Terms of Use","Terms of Use — Vietnamese","2026-08-13","passed","2026-08-13","","","",""
"","11267","TC_22 [English] — Submitting the already-registered phone number reaches OTP dispatch the same as any number (no duplicate-account path)","Organic Signup Journey (English)","2026-08-13","passed","2026-08-13","","End-to-End Journeys — entry points reach OTP dispatch","",""
"","33","TC_PR_22 - Verify Used in label with AI Card and Voice chips are displayed inside Language section","Profile Page","2026-08-13","passed","2026-08-13","","5. Preferences Tab","",""
