"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24994","TC_14 [Vietnamese] — Entering the correct OTP redirects directly to the Dashboard as a logged-in user, with no Telegram-link or Welcome step","Organic Signup Journey (Vietnamese)","2026-08-31","broken","2026-08-31","","OTP Page — correct verification","",""
"","38825","TC_13 [Vietnamese] - Verify Dashboard page loads without any broken UI elements","Dashboard Validation (Vietnamese)","2026-08-31","failed","2026-08-31","","","",""
"","19799","TC_21 [English] — Repeated wrong OTP attempts trigger lockout or throttling","OTP Verification (English)","2026-08-31","passed","2026-08-31","","","",""
"","3581","TC_03 [Vietnamese] — Country code selector defaults to +91 and can be changed to another country","Details Page [Vietnamese]","2026-08-31","failed","2026-08-31","","","",""
"","8817","TC_25 [English] — ""Maybe later"" navigates to the Welcome page","Link Telegram (English)","2026-08-31","passed","2026-08-31","","","",""
"","5010","TC_32 [Vietnamese] - Verify Overview and Matches tabs display content on Club Friendly Games 2026 page","Tournament Pages [Vietnamese]","2026-08-31","passed","2026-08-31","","Club Friendly Games 2026 [Vietnamese]","",""
"","2966","TC_15 [Vietnamese] - Verify Knockout tab presence and Standings tab content on K-League 1 2026 page","Tournament Pages [Vietnamese]","2026-08-31","passed","2026-08-31","","K-League 1 2026 [Vietnamese]","",""
"","3910","TC_02 [English] - Verify Profile page is accessible via the Settings icon in the navigation","Profile Page (English)","2026-08-31","passed","2026-08-31","","1. Page Load","",""
"","26","TC_20 [English] - Verify Language section heading is displayed and section is expanded by default","Profile Page (English)","2026-08-31","passed","2026-08-31","","5. Preferences Tab","",""
"","179","TC_08 [Vietnamese] - Verify all four tabs (Lineups, Stats, Play by Play, Rankings) are displayed and Lineups is the default active tab","Recent Match Details Page [Vietnamese]","2026-08-31","passed","2026-08-31","","3. Match Detail Tabs [Vietnamese]","",""
"","4006","TC14 [English] — Clicking an upcoming match card navigates to Match Details page","Smoke Suite [English]","2026-08-31","passed","2026-08-31","","","",""
"","992","TC_08 [English] - Marketing opt-out / unsubscribe wording is present","Privacy Policy (English)","2026-08-31","passed","2026-08-31","","","",""
"","3092","TC_53 [Vietnamese] - Verify no JavaScript console errors appear across all three tabs","Profile Page (Vietnamese)","2026-08-31","passed","2026-08-31","","10. Edge Cases","",""
"","2374","TC_02 [English] - Verify Dashboard Logo is displayed","Dashboard Validation (English)","2026-08-31","passed","2026-08-31","","","",""
"","39281","TC_17 [Vietnamese] - Verify clicking a Today Match card navigates to the match detail page","Dashboard Validation (Vietnamese)","2026-08-31","broken","2026-08-31","","","",""
"","8824","TC_16 [English] — Numeric only input and wrong OTP shows error","OTP Verification (English)","2026-08-31","passed","2026-08-31","","","",""
"","2372","TC_24 [Vietnamese] - Verify clicking Play by Play tab loads match event content","Recent Match Details Page [Vietnamese]","2026-08-31","passed","2026-08-31","","6. Play by Play Tab [Vietnamese]","",""
"","2903","TC_03 [English] - Verify Knockout tab presence and Standings tab content on Canadian Premier League 2026 page","Tournament Pages [English]","2026-08-31","passed","2026-08-31","","Canadian Premier League 2026 [English]","",""
"","9797","TC_14 [English] - Verify the breadcrumb title displays the correct team name","Team Details Page [English]","2026-08-31","passed","2026-08-31","","2. Navigation & Header [English]","",""
"","5233","TC_04 [Vietnamese] - Verify navigation to Africa Cup of Nations Qualification 2026 and URL/heading are correct","Tournament Pages [Vietnamese]","2026-08-31","passed","2026-08-31","","Africa Cup of Nations Qualification 2026 [Vietnamese]","",""
"","92","TC_05 [Vietnamese] - Verify Full Time (FT/KT) status indicator is shown in match header","Recent Match Details Page [Vietnamese]","2026-08-31","passed","2026-08-31","","2. Match Header [Vietnamese]","",""
"","3138","TC_55 [Vietnamese] - Verify Login/Signup button is visible across all three profile tabs for a guest user","Profile Page (Vietnamese)","2026-08-31","passed","2026-08-31","","10. Edge Cases","",""
"","2869","TC_18 [Vietnamese] - Verify clicking a Trending Series card navigates to the series detail page","Dashboard Validation (Vietnamese)","2026-08-31","passed","2026-08-31","","","",""
"","5292","TC_06 [English] — Country code selector allows changing the default country code to another country","Organic Signup Journey (English)","2026-08-31","passed","2026-08-31","","Login/Join Page","",""
"","30130","TC_31 [English] - Verify standings shows team logos for at least 4 teams","Recent Match Details Page [English]","2026-08-31","broken","2026-08-31","","8. Rankings Tab [English]","",""
"","9515","TC_28 [Vietnamese] - Verify the Competitions section lists tournaments the team has participated in","Team Details Page [Vietnamese]","2026-08-31","passed","2026-08-31","","5. Competitions [Vietnamese]","",""
"","8390","TC_15 [English] — Entering an incorrect OTP displays an error and allows the user to retry","Organic Signup Journey (English)","2026-08-31","passed","2026-08-31","","OTP Page — incorrect code","",""
"","171","TC_19 [Vietnamese] - Verify Passing section shows numeric stat comparison values","Recent Match Details Page [Vietnamese]","2026-08-31","passed","2026-08-31","","5. Stats Tab [Vietnamese]","",""
"","1299","TC_04 [English] — English heading, sub-heading and description are displayed correctly","Blue Moon — Signup Details Page (English)","2026-08-31","passed","2026-08-31","","","",""
"","1763","TC_05 [English] — Country code dropdown shows a default value and opens to a scrollable country list","Blue Moon — Signup Details Page (English)","2026-08-31","passed","2026-08-31","","","",""
"","1847","TC_27 [English] - Verify only one language can be selected at a time (mutual exclusion)","Profile Page (English)","2026-08-31","passed","2026-08-31","","5. Preferences Tab","",""
"","9589","TC_22 [Vietnamese] - Verify the Recent Results section displays the team's recent matches","Team Details Page [Vietnamese]","2026-08-31","passed","2026-08-31","","4. Recent Results [Vietnamese]","",""
"","5102","TC_11 [Vietnamese] - Verify Overview and Matches tabs display content on CONMEBOL Sudamericana 2026 page","Tournament Pages [Vietnamese]","2026-08-31","passed","2026-08-31","","CONMEBOL Sudamericana 2026 [Vietnamese]","",""
"","9483","TC_19 [English] - Verify Group position and Last 10 record display correctly for a club team","Team Details Page [English]","2026-08-31","passed","2026-08-31","","3. Stats [English]","",""
"","11148","TC_20 [English] — Expired or invalid OTP is rejected with error","OTP Verification (English)","2026-08-31","passed","2026-08-31","","","",""
"","18272","TC_42 [English] - Verify clicking Instagram row redirects to the Instagram profile in a new tab","Profile Page (English)","2026-08-31","broken","2026-08-31","","8. Community Tab – Social Redirections","",""
"","91","TC_04 [Vietnamese] - Verify Profile header displays Guest username and Login/Signup button for guest user","Profile Page (Vietnamese)","2026-08-31","passed","2026-08-31","","2. Profile Header","",""
"","5089","TC_05 [English] - Verify Overview and Matches tabs display content on Africa Cup of Nations Qualification 2026 page","Tournament Pages [English]","2026-08-31","passed","2026-08-31","","Africa Cup of Nations Qualification 2026 [English]","",""
"","5495","TC_34 [Vietnamese] — Back button at each step returns to previous step, not forward in flow","E2E Journey [Vietnamese]","2026-08-31","passed","2026-08-31","","","",""
