"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4803","MD-PRE-013 [English] - Verify clicking option '4+' in What's Your Take triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","19553","SIGNUP-005 [Vietnamese] - Verify searching by dial code filters the country list","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","2698","TC_09 [English] — A number shorter than 10 digits keeps Continue disabled","Blue Moon — Signup Details Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","2026","TC_14 [English] — Continue stays disabled with only the mobile number filled","Blue Moon — Signup Details Page (English)","2026-09-01","passed","2026-09-01","","","",""
"","881","TC_03 [English] - Company name (RICH ABLE DEVELOPMENTS LIMITED) and Samoa address are unchanged","Privacy Policy (English)","2026-09-01","passed","2026-09-01","","","",""
"","4759","MD-PRE-003 [Vietnamese] - Verify clicking Team A WIN in Guess the Winner triggers the Express Signup popup","Beat SFC [Vietnamese]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [Vietnamese]","",""
"","4734","MD-PRE-008 [English] - Verify clicking 'No' in Cast Your Vote triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","4803","MD-PRE-010 [English] - Verify clicking option '1' in What's Your Take triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","4728","OV-002 [English] - Verify Match Card displays correct match summary details","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Overview Page - Next Match Widget [English]","",""
"","1439","TC_18 [English] - Verify Match Prediction widget is displayed in The Edge section","Landing Page Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","19345","SIGNUP-006 [Vietnamese] - Verify selecting India (+91) from the Select Country modal updates the phone field and closes the modal","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","4784","MD-PRE-003 [English] - Verify clicking Team A WIN in Guess the Winner triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
"","23666","SIGNUP-016 [Vietnamese] - Verify user session becomes authenticated after successful OTP verification","Beat SFC [Vietnamese]","2026-09-01","broken","2026-09-01","","Express Signup - Login/OTP Popup [Vietnamese]","",""
"","1489","TC_22 [English] - Verify three Sign Up buttons are present across the Landing page","Landing Page Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","2868","TC_09 [Vietnamese] - Verify View All option is displayed in the Recent Results section and user is redirected to the Recent Results page after clicking it","Dashboard Validation (Vietnamese)","2026-09-01","passed","2026-09-01","","","",""
"","2932","TC_12 [English] - Verify match cards are displayed without any UI distortion","Dashboard Validation (English)","2026-09-01","passed","2026-09-01","","","",""
"","4790","MD-PRE-007 [English] - Verify clicking 'Yes' in Cast Your Vote triggers the Express Signup popup","Beat SFC [English]","2026-09-01","passed","2026-09-01","","Match Details - Beat Aiko Widgets (Pre-login) [English]","",""
