"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9868","TC_05 [Vietnamese] — Page loads with heading, description, country code selector, phone field, Continue button and reCAPTCHA disclaimer","Organic Signup Journey (Vietnamese)","2026-08-18","passed","2026-08-18","","Login/Join Page","",""
"","4531","TC_PR_47 - Verify language selection in Preferences tab persists when switching to other tabs and back","Profile Page","2026-08-18","passed","2026-08-18","","9. Tab Switching","",""
"","2702","TOU-EN11 — Browser tab title contains ""Terms of Use""","Terms of Use — English","2026-08-18","passed","2026-08-18","","","",""
"","1708","TC_LO_08 - Verify dismissing the confirmation popup via Esc key keeps the user logged in","Logout","2026-08-18","passed","2026-08-18","","1. Logout Control Visibility & Non-Destructive Popup Checks","",""
"","","TC_OTP01 — 6-box display and verify button requires all 6 digits","OTP Verification","2026-08-18","unknown","","","","",""
"","2494","BM15 — Continue stays disabled with only the mobile number filled","Blue Moon — Signup Details Page","2026-08-18","passed","2026-08-18","","","",""
"","30045","TC_PR_11 - Verify clicking Terms of Service redirects to the Terms of Service page","Profile Page","2026-08-18","broken","2026-08-18","","4. Account Tab","",""
"","","TC_LT01 — ""Để sau"" navigates to the Welcome page","Link Telegram","2026-08-18","unknown","","","","",""
"","253","TC_PR_34 - Verify all 7 social channel links are enabled and clickable in the Community tab","Profile Page","2026-08-18","passed","2026-08-18","","7. Community Tab","",""
"","90065","TC_PR_18 - Verify Profile header Login/Signup button remains visible and functional on Account tab","Profile Page","2026-08-18","broken","2026-08-18","","4. Account Tab","",""
"","3636","PP-EN08 — Cross-reference link to Terms of Use navigates correctly","Privacy Policy — English","2026-08-18","passed","2026-08-18","","","",""
"","22673","TC005 - verify FIFA world cup banner is displayed and after clicking on it, It redirects to the FIFA page","Dashboard Validation","2026-08-18","failed","2026-08-18","","","",""
"","30118","TC_PR_19 - Verify clicking Preferences tab makes it active and loads Language section with language options","Profile Page","2026-08-18","broken","2026-08-18","","5. Preferences Tab","",""
"","1425","TC024 - Verify footer with copyright is displayed at the bottom of the Landing page","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
"","1606","TC010 - Verify Personalisation interest chip images (FIFA WC™, Brazil, Neymar Jr.) are displayed","Landing Page Validation","2026-08-18","passed","2026-08-18","","","",""
